7920,7920,b730023,a18914,I Know What You Want,Busta Rhymes and Mariah Carey featuring The Flipmode Squad,0,I Know What You Want,Busta Rhymes-Mariah Carey,2003,1
12679,12679,b354573,a30447,Peacebone,Animal Collective,2007,Peacebone,Animal Collective,2007,1
11540,11540,b177420,a27039,Just Like Heaven,The Cure,1987,Just Like Heaven,The Cure-Dinosaur Jr.,2014,0
9806,9806,b580525,a22548,Hold On,The Frank And Walters,0,Hold On,Tom Waits,1999,0
1886,1886,b735652,a4922,(We Don't Need This)Fascist Groove Thang,Heaven 17,0,(We Don't Need This) Fascist Groove Thang,Heaven 17,1981,1
987,987,b768119,a3072,Turn It On,The Beat Poets,0,Turn It On,The Flaming Lips,1995,0
11492,11492,b116206,a26939,The Only One,The Dolly Rocker Movement,2009,The Only One,The Cure,2008,0
11415,11415,b96825,a26783,The Light,Common,2000,The Light,Common,2000,1
3582,3582,b440188,a8978,Bass Planet,Westbam,2008,Bass Planet,WestBam,2008,1
9233,9233,b771545,a21292,Local Boy In The Photograph,Stereophonics,1997,Local Boy In the Photograph,Stereophonics,1997,1
3731,3731,b447668,a9410,The Prayer,Carl Doy,0,The Prayer,Christina Aguilera-Chris Mann,2012,0
788,788,b250536,a2180,Just Like Heaven,The Cure,1987,Just Like Heaven,The Cure-Dinosaur Jr.,2014,1
3565,3565,b587658,a8935,Lady Marmalade,Christina Aguilera / Lil' Kim / Mya / Pink,2004,Lady Marmalade,Christina Aguilera-Lilâ€™ Kim-MÃ_a-P!nk,2001,1
2218,2218,b770756,a5856,Supersonic,Jamiroquai,1999,Supersonic,Jamiroquai,1999,1
7736,7736,b269718,a18481,Breakdown,Mr Oizo,1998,Breakdown,Mariah Carey-Bone Thugsâ€ênâ€êHarmony,1998,0
6013,6013,b821740,a14788,Cry,System F,2000,Cry,Sigma-Take That,2016,0
8687,8687,b722071,a20321,Crazy Chick,Charlotte Church,2005,Crazy Chick,Charlotte Church,2005,1
12174,12174,b722100,a28424,Have I Told You Lately That I Love You,Tex Ritter,1991,Have I Told You Lately That I Love You?,The Chieftains-Van Morrison,1995,0
10972,10972,b764624,a25838,The Good Thing,Teenage Fanclub & Jad Fair,0,The Good Thing,Talking Heads,1978,0
12016,12016,b486438,a28061,Freedom,Nostalgia 77 Octet,0,Freedom,Nicki Minaj,2012,0
441,441,b91801,a1396,So Lonely,The Police,1978,So Lonely,The Police,1978,1
2788,2788,b643865,a7348,The Power,SNAP!,1990,The Power,Snap!,1990,1
452,452,b189527,a1397,Can't Stand Losing You,The Police,1978,Can't Stand Losing You,The Police,1978,1
4900,4900,b698821,a13162,More News From Nowhere,Nick Cave & The Bad Seeds,2008,More News From Nowhere,Nick Cave & The Bad Seeds,2008,1
2196,2196,b313301,a5798,Amoureux solitaires,Les Breastfeeders,2004,Amoureux solitaires,Lio,1980,0
3673,3673,b815478,a9178,Kuolemaantuomitut,CMX,2007,Kuolemaantuomitut,CMX,2007,1
4610,4610,b205205,a12110,Arcadia,Apparat,2007,Arcadia,Ash,2009,0
5544,5544,b517633,a14334,Hello,LL Cool J / Amil,2000,Hello,Lionel Richie,1983,0
9678,9678,b229337,a22134,Dance All Night,Dr. Ring-Ding & The Senior Allstars,1997,Dance All Night,Dom & Roland,2004,0
12848,12848,b357072,a31075,I Am Not My Hair,India.Arie / Swizz Beats,2006,I Am Not My Hair,India.Arie-P!nk,2006,1
11262,11262,b427723,a26415,Gypsy,Shakira,2009,Gypsy,Shakira,2010,1
1941,1941,b430124,a5062,Temptation,Heaven 17,1982,Temptation,Heaven 17,1983,1
4030,4030,b632929,a10308,Linger,The Cranberries,1993,Linger,The Cranberries,1993,1
12787,12787,b224919,a30868,Dogs,Danny Elfman,0,Dogs,Damien Rice,2007,0
7824,7824,b524301,a18750,One More Night,Phil Collins,1985,One More Night,Phil Collins,1985,1
5313,5313,b194698,a14064,Raspberry Beret,Prince,1985,Raspberry Beret,Prince-The Revolution,1985,1
94,94,b714968,a230,Angel,Think About Mutation,1999,Angel,The Jimi Hendrix Experience,1971,0
5439,5439,b810006,a14175,Bounce,Steve Cole,0,Bounce,Sarah Connor,2003,0
9183,9183,b647318,a21162,Paradise,The Old Haunts,2006,Paradise,TiÃ«sto-Dyro,2013,0
12485,12485,b692190,a29250,I Wish It Would Rain,Paul Carrack,2002,I Wish It Would Rain Down,Phil Collins,1990,0
4069,4069,b551573,a10427,Salvation,The Cranberries,1996,Salvation,The Cranberries,1996,1
3138,3138,b617174,a7915,Arena,W&W,0,Arena,W&W,2008,1
12407,12407,b74216,a29108,Love Foolosophy,Jamiroquai,2001,Love Foolosophy,Jamiroquai,2001,1
3669,3669,b467068,a9169,Hurt,Christer Sj\xc3\xb6gren,2006,Hurt,Christina Aguilera,2006,0
7998,7998,b120689,a19015,Hero,Darren Hayes,2004,Hero,David Crosby-Phil Collins,1993,0
11416,11416,b257848,a26783,The Light,Cujo,0,The Light,Common,2000,0
3668,3668,b788340,a9169,Hurt,Christina Aguilera,2006,Hurt,Christina Aguilera,2006,1
10416,10416,b392063,a24131,The Seed (2.0),The Roots / Cody Chestnutt,2007,The Seed (2.0),The Roots,â€”,1
5866,5866,b243087,a14615,Trouble,Peggy Sue,0,Trouble,P!nk,2003,0
1127,1127,b708904,a3315,Nite and Fog,Mercury Rev,2001,Nite and Fog,Mercury Rev,2001,1
